V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_2964	Q9ULW3	3.69e-21	Activator of basal transcription 1 (hABT1) (Basal transcriptional activator)	Homo sapiens (Human)	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; regulation of transcription by RNA polymerase II [GO:0006357]; small-subunit processome assembly [GO:0034462]; spinal cord motor neuron differentiation [GO:0021522]; transcription by RNA polymerase II [GO:0006366]	GO:0000447; GO:0000472; GO:0000480; GO:0003677; GO:0003713; GO:0003723; GO:0005634; GO:0005667; GO:0005730; GO:0006357; GO:0006366; GO:0021522; GO:0034462
Ab_contig_2971	P15287	2.48e-38	Adenosine deaminase AGSA (EC 3.5.4.4) (Atrial gland-specific antigen) (AGSA) (Mollusk-derived growth factor) (MDGF)	Aplysia californica (California sea hare)	adenosine catabolic process [GO:0006154]; inosine biosynthetic process [GO:0046103]	GO:0004000; GO:0005615; GO:0006154; GO:0046103; GO:0046872; GO:0046936
Ab_contig_2984	A3DH97	4.17e-27	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	xylan catabolic process [GO:0045493]	GO:0005886; GO:0031176; GO:0045493
Ab_contig_2996	Q1JPX3	1.36e-40	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	Danio rerio (Zebrafish) (Brachydanio rerio)	phenylalanyl-tRNA aminoacylation [GO:0006432]; protein heterotetramerization [GO:0051290]	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432; GO:0009328; GO:0051290
Ab_contig_3017	O18373	6.3e-43	Inactive selenide, water dikinase-like protein (Protein patufet) (Selenophosphate synthetase 1)	Drosophila melanogaster (Fruit fly)	negative regulation of reactive oxygen species metabolic process [GO:2000378]	GO:0005524; GO:0005737; GO:0016301; GO:2000378
Ab_contig_3020	P00687	1.52e-27	Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)	Mus musculus (Mouse)	carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617]	GO:0004556; GO:0005615; GO:0005975; GO:0009617; GO:0016160; GO:0046872
Ab_contig_3021	O77022	1.02e-28	Alpha-amylase-related protein (EC 3.2.1.1)	Drosophila punjabiensis (Fruit fly)	carbohydrate metabolic process [GO:0005975]	GO:0004556; GO:0005576; GO:0005975; GO:0046872
Ab_contig_3027	P13437	3.92e-29	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)	Rattus norvegicus (Rat)	acetyl-CoA metabolic process [GO:0006084]; cellular response to hypoxia [GO:0071456]; fatty acid beta-oxidation [GO:0006635]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]	GO:0003985; GO:0003986; GO:0003988; GO:0005739; GO:0005759; GO:0006084; GO:0006635; GO:0047617; GO:0071456; GO:1901029; GO:1902109
Ab_contig_3044	Q5PLM6	3.79e-24	Xylose isomerase (EC 5.3.1.5)	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	D-xylose metabolic process [GO:0042732]	GO:0000287; GO:0005737; GO:0009045; GO:0042732
Ab_contig_3049	P51688	1.41e-29	N-sulphoglucosamine sulphohydrolase (EC 3.10.1.1) (Sulfoglucosamine sulfamidase) (Sulphamidase)	Homo sapiens (Human)	determination of adult lifespan [GO:0008340]; glycosaminoglycan catabolic process [GO:0006027]; heparan sulfate proteoglycan catabolic process [GO:0030200]; motor behavior [GO:0061744]	GO:0005764; GO:0006027; GO:0008340; GO:0008484; GO:0016250; GO:0030200; GO:0043202; GO:0046872; GO:0061744; GO:0070062
Ab_contig_3077	C9JRZ8	1.56e-36	Aldo-keto reductase family 1 member B15 (EC 1.1.1.-) (EC 1.1.1.300) (EC 1.1.1.54) (Estradiol 17-beta-dehydrogenase AKR1B15) (Farnesol dehydrogenase) (EC 1.1.1.216) (Testosterone 17beta-dehydrogenase) (EC 1.1.1.64)	Homo sapiens (Human)	estrogen biosynthetic process [GO:0006703]	GO:0004032; GO:0004303; GO:0005739; GO:0005759; GO:0005829; GO:0006703; GO:0016616; GO:0047045; GO:0047655; GO:0047886; GO:0052650
Ab_contig_3105	Q5ZKI4	7.44e-39	Coiled-coil domain-containing protein 93	Gallus gallus (Chicken)	Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]	GO:0005769; GO:0006893; GO:0015031
Ab_contig_3106	Q6AYD3	1.48e-47	Proliferation-associated protein 2G4	Rattus norvegicus (Rat)	negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of cell differentiation [GO:0045597]; regulation of translation [GO:0006417]; rRNA processing [GO:0006364]	GO:0003676; GO:0003714; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0031625; GO:0043066; GO:0045597; GO:0045892; GO:1990904
Ab_contig_3114	Q9CPU4	4.24e-39	Glutathione S-transferase 3, mitochondrial (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)	Mus musculus (Mouse)	arachidonate metabolic process [GO:0019369]; leukotriene biosynthetic process [GO:0019370]; prostanoid metabolic process [GO:0006692]	GO:0004364; GO:0004464; GO:0004602; GO:0005741; GO:0006692; GO:0019369; GO:0019370; GO:0042802
Ab_contig_3120	P14211	2.57e-35	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)	Mus musculus (Mouse)	cardiac muscle cell differentiation [GO:0055007]; cellular response to electrical stimulus [GO:0071257]; cellular response to lithium ion [GO:0071285]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein localization to nucleus [GO:0034504]; protein stabilization [GO:0050821]; regulation of meiotic nuclear division [GO:0040020]; response to biphenyl [GO:1904614]; response to estradiol [GO:0032355]; response to glycoside [GO:1903416]; response to peptide [GO:1901652]; response to testosterone [GO:0033574]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283]	GO:0000122; GO:0001669; GO:0001849; GO:0002502; GO:0003729; GO:0005049; GO:0005178; GO:0005506; GO:0005509; GO:0005576; GO:0005615; GO:0005635; GO:0005783; GO:0005788; GO:0005790; GO:0005829; GO:0005840; GO:0006457; GO:0006611; GO:0007283; GO:0008284; GO:0009410; GO:0009897; GO:0010595; GO:0010628; GO:0016020; GO:0017148; GO:0030246; GO:0030866; GO:0031625; GO:0032355; GO:0033018; GO:0033144; GO:0033574; GO:0034504; GO:0040020; GO:0042277; GO:0042562; GO:0042824; GO:0044194; GO:0044322; GO:0045335; GO:0045665; GO:0045787; GO:0048387; GO:0048471; GO:0050681; GO:0050766; GO:0050821; GO:0051082; GO:0055007; GO:0060473; GO:0062023; GO:0071257; GO:0071285; GO:0090398; GO:0098586; GO:0098794; GO:0098978; GO:0140313; GO:1900026; GO:1901164; GO:1901224; GO:1901652; GO:1903416; GO:1904614; GO:2000510
Ab_contig_3124	P03886	2.86e-21	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Homo sapiens (Human)	aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydroperoxide [GO:0033194]; response to hypoxia [GO:0001666]; response to organic cyclic compound [GO:0014070]; response to xenobiotic stimulus [GO:0009410]	GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0009410; GO:0014070; GO:0030425; GO:0031966; GO:0032981; GO:0033194; GO:0042776; GO:0043025; GO:0045271
Ab_contig_3139	Q29RU9	7.06e-24	Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)	Bos taurus (Bovine)	L-lysine catabolic process to acetyl-CoA via L-pipecolate [GO:0033514]	GO:0005777; GO:0008115; GO:0033514; GO:0050031; GO:0050660
Ab_contig_3144	P31161	6.03e-36	Superoxide dismutase [Mn] 1, mitochondrial (EC 1.15.1.1)	Caenorhabditis elegans	removal of superoxide radicals [GO:0019430]	GO:0004784; GO:0005739; GO:0005759; GO:0019430; GO:0030145; GO:0042803; GO:0098803
Ab_contig_3150	P24367	2.58e-26	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	Gallus gallus (Chicken)	chaperone-mediated protein folding [GO:0061077]; negative regulation of collagen fibril organization [GO:1904027]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	GO:0000413; GO:0003755; GO:0005737; GO:0005788; GO:0006457; GO:0016018; GO:0032991; GO:0042470; GO:0043231; GO:0061077; GO:0140839; GO:0140840; GO:1904027
Ab_contig_3179	P54864	6.7e-26	Transcription factor Jun (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun)	Serinus canaria (Island canary) (Fringilla canaria)	positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]	GO:0000976; GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0042127; GO:0045944; GO:0051726
Ab_contig_3185	P08712	1.21e-67	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)	Mesocricetus auratus (Golden hamster)	ERAD pathway [GO:0036503]	GO:0005524; GO:0016887; GO:0033018; GO:0036503; GO:0042470; GO:0051082; GO:0140662
Ab_contig_3196	Q17029	2.78e-65	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	Anopheles gambiae (African malaria mosquito)		GO:0016020; GO:0033180; GO:0046961
Ab_contig_3201	Q9BS18	1.59e-26	Anaphase-promoting complex subunit 13 (APC13) (Cyclosome subunit 13)	Homo sapiens (Human)	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; protein branched polyubiquitination [GO:0141198]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]	GO:0005680; GO:0007346; GO:0031145; GO:0051301; GO:0051445; GO:0070936; GO:0070979; GO:0141198
Ab_contig_3202	B3EWZ5	2.27e-21	MAM and LDL-receptor class A domain-containing protein 1 (Skeletal organic matrix MAM and LDL-receptor 1) (SOM MAM and LDL-receptor 1)	Acropora millepora (Staghorn coral) (Heteropora millepora)		GO:0005576; GO:0016020
Ab_contig_3210	Q6YHK3	6.05e-26	CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)	Homo sapiens (Human)	hair follicle development [GO:0001942]; keratinocyte proliferation [GO:0043616]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of wound healing [GO:0061045]; osteoclast fusion [GO:0072675]; regulation of keratinocyte differentiation [GO:0045616]; stem cell proliferation [GO:0072089]	GO:0001942; GO:0004867; GO:0005576; GO:0005615; GO:0005829; GO:0005886; GO:0009986; GO:0010839; GO:0030512; GO:0031092; GO:0043616; GO:0045616; GO:0061045; GO:0072089; GO:0072675; GO:0098552; GO:2000647
Ab_contig_3214	O60911	5.91e-45	Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V)	Homo sapiens (Human)	antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; extracellular matrix disassembly [GO:0022617]; immune response [GO:0006955]; positive regulation of apoptotic signaling pathway [GO:2001235]; proteolysis involved in protein catabolic process [GO:0051603]	GO:0004197; GO:0004252; GO:0005576; GO:0005615; GO:0006955; GO:0008234; GO:0008656; GO:0019886; GO:0022617; GO:0043202; GO:0051603; GO:2001235
Ab_contig_3220	Q0VC91	5.76e-39	Suppressor of cytokine signaling 4 (SOCS-4)	Bos taurus (Bovine)	cytokine-mediated signaling pathway [GO:0019221]; intracellular signal transduction [GO:0035556]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein ubiquitination [GO:0016567]	GO:0007175; GO:0016567; GO:0019221; GO:0032436; GO:0035556
Ab_contig_3230	P81178	5.25e-73	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDH1)	Mesocricetus auratus (Golden hamster)	aldehyde catabolic process [GO:0046185]; ethanol catabolic process [GO:0006068]; nitroglycerin metabolic process [GO:0018937]; regulation of dopamine biosynthetic process [GO:1903179]; regulation of serotonin biosynthetic process [GO:1905627]	GO:0004029; GO:0005739; GO:0005759; GO:0006068; GO:0008957; GO:0018937; GO:0046185; GO:0051287; GO:0106435; GO:1903179; GO:1905627
Ab_contig_3232	P26456	5e-51	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	Gorilla gorilla gorilla (Western lowland gorilla)	ATP synthesis coupled electron transport [GO:0042773]	GO:0004129; GO:0005507; GO:0005743; GO:0042773; GO:0045277
Ab_contig_3242	Q9CQC9	4.03e-87	Small COPII coat GTPase SAR1B (EC 3.6.5.2)	Mus musculus (Mouse)	cellular response to leucine starvation [GO:1990253]; COPII vesicle coating [GO:0048208]; COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid export from cell [GO:0140353]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; negative regulation of TORC1 signaling [GO:1904262]; regulation of lipid transport [GO:0032368]	GO:0003925; GO:0005525; GO:0005765; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0030127; GO:0032368; GO:0032580; GO:0042953; GO:0046872; GO:0048208; GO:0055088; GO:0070971; GO:0090110; GO:0140353; GO:0140785; GO:1904262; GO:1990253
Ab_contig_3250	Q9VHS8	3.9e-37	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13)	Drosophila melanogaster (Fruit fly)	chromatin organization [GO:0006325]; exon-exon junction complex assembly [GO:1903040]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; pole plasm oskar mRNA localization [GO:0045451]; positive regulation of gene expression [GO:0010628]; RNA splicing [GO:0008380]	GO:0000398; GO:0003689; GO:0003724; GO:0003729; GO:0005524; GO:0005634; GO:0005730; GO:0006325; GO:0008380; GO:0010628; GO:0016887; GO:0045451; GO:0045495; GO:0051028; GO:0061775; GO:0071011; GO:0071013; GO:0140584; GO:0140665; GO:0140849; GO:1903040
Ab_contig_3256	P86221	8.53e-43	Tubulin beta-4B chain (Tubulin beta-2C chain)	Mesocricetus auratus (Golden hamster)	microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0031514; GO:0046872
Ab_contig_3259	P17563	3.88e-33	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	Mus musculus (Mouse)	brown fat cell differentiation [GO:0050873]; protein transport [GO:0015031]	GO:0005634; GO:0005829; GO:0008430; GO:0015031; GO:0016020; GO:0018549; GO:0050873
Ab_contig_3269	Q8WPJ2	7.76e-28	Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) (Beta-mannanase) (Endo-beta-1,4-mannanase) (Man5A) (ManA)	Mytilus edulis (Blue mussel)	mannan catabolic process [GO:0046355]	GO:0016985; GO:0046355
Ab_contig_3276	P41386	4.92e-138	Tubulin beta chain (Beta-tubulin)	Haliotis discus (Abalone) (Nordotis discus)	microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
Ab_contig_3278	B2RY56	1.47e-45	RNA-binding protein 25 (RNA-binding motif protein 25)	Mus musculus (Mouse)	apoptotic process [GO:0006915]; mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of apoptotic process [GO:0042981]; RNA splicing [GO:0008380]	GO:0000381; GO:0003729; GO:0005737; GO:0006397; GO:0006915; GO:0008380; GO:0016607; GO:0042981
Ab_contig_3329	P56395	9.05e-40	Cytochrome b5	Mus musculus (Mouse)	fatty acid metabolic process [GO:0006631]	GO:0004768; GO:0005739; GO:0005783; GO:0005789; GO:0005829; GO:0006631; GO:0016020; GO:0019899; GO:0020037; GO:0046872
Ab_contig_3342	O43451	4.8e-31	Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)	Homo sapiens (Human)	dextrin catabolic process [GO:1901027]; maltose catabolic process [GO:0000025]; starch catabolic process [GO:0005983]	GO:0000025; GO:0003824; GO:0004339; GO:0004558; GO:0004574; GO:0005886; GO:0005983; GO:0016160; GO:0016324; GO:0030246; GO:0070062; GO:0070821; GO:0101003; GO:1901027
Ab_contig_3350	Q5PQ44	2.74e-51	Cilia- and flagella-associated protein 299	Xenopus laevis (African clawed frog)		GO:0005634; GO:0005737
Ab_contig_3359	P28073	1.92e-64	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome chain 5) (Proteasome delta chain) (Proteasome subunit Y) (Proteasome subunit beta-1) (beta-1)	Rattus norvegicus (Rat)	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0000502; GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005829; GO:0005839; GO:0019774; GO:0043161
